0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.667630318384851407e+01,-1.743009206146572012e+02,8.533217777688065553e+02
-1.259341112469328650e+01,-2.212152784061580348e+02,8.980433031874227936e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.683506345768825962e+00,-2.362367395424099925e+02,9.531429727318352434e+02
-2.893194781083673117e+00,-2.347843816861924040e+02,9.639423868795431645e+02
-4.985877538476795046e+00,-2.375477518726674191e+02,9.816764990556715702e+02
-1.020795921134195794e+01,-2.436953476148339632e+02,1.011213711207339657e+03
-1.783658941167812628e+01,-2.470885285125107771e+02,1.031836591574689010e+03
-2.379261005858208833e+01,-2.478872390536697310e+02,1.042769751852672243e+03
-1.713311368953586467e+01,-2.620455671480737010e+02,1.049223561919422082e+03
-2.712334309665129695e+01,-2.537989302541773782e+02,1.058476346441824489e+03
-2.391099077398865447e+01,-2.543330163977574330e+02,1.069715666312427857e+03
-2.100127241926249866e+01,-2.568365237023258487e+02,1.079007520701825115e+03
-1.835247934016431515e+01,-2.585332754610097368e+02,1.075319736618173238e+03
-1.315522654938364688e+01,-2.621485134608909675e+02,1.082648619118439001e+03
-3.341790039249539213e+00,-2.685520137413571433e+02,1.099078659451776275e+03
2.134744473458793923e+00,-2.702854891747314241e+02,1.104129989374168872e+03
6.497167537291662853e+00,-2.713272720542673824e+02,1.109847153319382414e+03
6.736640086216712398e+00,-2.604961624110321736e+02,1.114451832993956032e+03
9.866577883631149959e+00,-2.603512541008361723e+02,1.117664112806546655e+03
6.870797825207805687e+00,-2.475343843678281246e+02,1.117967342341725043e+03
1.504810695448403735e+01,-2.154155949602838689e+02,1.128385213298227200e+03
6.392811442241949749e+01,-3.002370301679744671e+02,1.118670121953199214e+03
6.526778569920193718e+01,-3.006688206146946527e+02,1.119388340571660819e+03
6.517864615497029490e+01,-3.001363090945276895e+02,1.118228887209906361e+03
6.527163603110247436e+01,-2.996427576032269258e+02,1.117714413964682763e+03
6.554323982332276444e+01,-2.996036894494135367e+02,1.117915528958349796e+03
6.578391985019932520e+01,-2.997942955858971459e+02,1.118175594771637407e+03
6.633603588285576791e+01,-2.996678805709016160e+02,1.119076234472772057e+03
6.661232333973255493e+01,-2.996765474731238896e+02,1.118573539829591709e+03
6.689145072736106101e+01,-2.994493454395395133e+02,1.118370331470981682e+03
6.743758217955739553e+01,-2.992333590410214015e+02,1.119052242031411424e+03
6.838801359356828868e+01,-2.988168263212902502e+02,1.119532121208713079e+03
6.878841920962950951e+01,-2.984286824547517085e+02,1.118871756163363898e+03
