nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
3.623858400897652245e+02 -3.938485662160342144e+02 1.921272642834534736e+03
3.586274536335512266e+02 -3.835796111746222437e+02 1.904668737786379324e+03
3.531930757425094498e+02 -3.594515758579130988e+02 1.870378204884438901e+03
3.519414554105587740e+02 -3.531827223384390209e+02 1.872469698254288915e+03
3.492102346953564620e+02 -3.554241189651482955e+02 1.884892065961948219e+03
3.428924104002688296e+02 -3.421795546044286311e+02 1.856413620213127388e+03
3.302508229102198243e+02 -2.980392888903382413e+02 1.779434038754615358e+03
3.181769927518282657e+02 -2.718340101801631477e+02 1.724136443337839637e+03
3.114869710034087689e+02 -2.645135755232255406e+02 1.711368768974902423e+03
3.066144416098144347e+02 -2.222766150798747731e+02 1.640758991198717922e+03
3.015789824681319260e+02 -2.215070256889311509e+02 1.638583518319215045e+03
2.971641639187257056e+02 -2.219900427444113120e+02 1.635654307979429404e+03
2.931160643548414555e+02 -2.248979623249245208e+02 1.643280436270126529e+03
2.886497611340174103e+02 -2.271427668836160194e+02 1.650946987733306514e+03
2.840768908091716298e+02 -2.313587455292318680e+02 1.662370838946401364e+03
3.322220500332139750e+02 -1.795471887497437535e+02 1.521462544237931752e+03
3.257945788774062521e+02 -1.799796439642817063e+02 1.522733466608165827e+03
3.179554352493910301e+02 -1.804442938244294794e+02 1.525897495625558349e+03
3.121867252341675680e+02 -1.770892260345747218e+02 1.516722057992540613e+03
3.033754546862670622e+02 -1.750277916565374596e+02 1.512109557494846285e+03
2.926978239247894180e+02 -1.707892594234674846e+02 1.500062908345597634e+03
2.821616166551756351e+02 -1.658853943803225377e+02 1.484267870510225066e+03
2.716532605413768238e+02 -1.619361005492922629e+02 1.468011897684324595e+03
2.630636903373293194e+02 -1.590873251441395553e+02 1.455268718271620628e+03
2.507661100903426927e+02 -1.592882261372471930e+02 1.448969306325739581e+03
2.392418407949113259e+02 -1.588080368483341829e+02 1.438907582246937636e+03
2.267250094736979520e+02 -1.598694698922530790e+02 1.428759165498886432e+03
2.164172321187810439e+02 -1.587506681517970151e+02 1.413850565743980724e+03
2.068223475274456860e+02 -1.599441550543721178e+02 1.407844498178272261e+03
1.989767835027848832e+02 -1.591330412167489214e+02 1.394675735932650241e+03
1.858650789605614477e+02 -1.602100333417769775e+02 1.383166722109133616e+03
1.728639222514734968e+02 -1.596914359498395584e+02 1.370396932728465572e+03
1.614437342983281951e+02 -1.567766140531723806e+02 1.351475985842855152e+03
1.503927937824464323e+02 -1.561700757480149377e+02 1.342436218999203902e+03
1.394324886222795783e+02 -1.545088598314520425e+02 1.330188381438841589e+03
1.280021394089686453e+02 -1.534053368269560451e+02 1.322113461997596232e+03
1.145798527536921085e+02 -1.537671006402964053e+02 1.318402235515741268e+03
1.016451896249653117e+02 -1.548776494924964595e+02 1.314486574936368697e+03
9.078125085242446346e+01 -1.506819276908341294e+02 1.298416865448595672e+03
8.008200658931522753e+01 -1.474883941818493156e+02 1.286848864589141158e+03
6.817619007360313788e+01 -1.444217412107109340e+02 1.278178286489835955e+03
5.559507757565589259e+01 -1.420402731672522805e+02 1.271414533862318876e+03
4.376173017415187161e+01 -1.407743196967749100e+02 1.267346350899113077e+03
3.496450099524307831e+01 -1.400921323959083509e+02 1.264191501747901157e+03
2.630128625139137810e+01 -1.395644941595762134e+02 1.261595649080233898e+03
2.156333155518491651e+01 -1.388124770848653782e+02 1.257098051745655539e+03
1.762466576647478789e+01 -1.386359243118742199e+02 1.253440907434898463e+03
1.319435117547467762e+01 -1.388781893376381618e+02 1.251583577175480968e+03
1.122015226636670882e+01 -1.389107624690763885e+02 1.250265942886199809e+03
9.252724140951132270e+00 -1.389292601750164238e+02 1.249769129311063807e+03
1.073288503051889187e+01 -1.382206938296764349e+02 1.247639975949672362e+03
1.229578768581171033e+01 -1.379736899584079595e+02 1.247197537949990874e+03
1.437179743378650265e+01 -1.379160194895206359e+02 1.247251780559328608e+03
1.628238608040408408e+01 -1.384926116479514349e+02 1.247930789857057562e+03
1.770126032960927631e+01 -1.398492809793371237e+02 1.249185985158679159e+03
1.844384936671097108e+01 -1.413697848127229975e+02 1.250194743316435734e+03
1.906381981384059188e+01 -1.425492702313562177e+02 1.250397985942285686e+03
2.097855157609741994e+01 -1.432299795147452244e+02 1.249439758849869804e+03
2.348089957901450830e+01 -1.433313625240260762e+02 1.247590958769819508e+03
